,host_is_superhost,host_has_profile_pic,host_identity_verified,host_listings_count,host_total_listings_count,is_location_exact,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,maximum_nights,price,instant_bookable,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_duration,property_type_Apartment,property_type_Condominium,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,host_response_rate_buckets_100 %,host_response_rate_buckets_Below 100 %,host_response_rate_buckets_No response rate tracked,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within one or a few hours,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60,property_type_Bed & Breakfast,cancellation_policy_strict
0,True,True,True,4.0,4.0,False,3,1.0,1.0,2.0,1,4,1125,60.0,False,118,3.76,93.0,10.0,9.0,10.0,10.0,10.0,9.0,3733.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,2,40,17.0,False,6,1.42,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3704.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
2,False,True,True,1.0,1.0,True,4,1.0,1.0,2.0,2,62,1125,90.0,True,143,1.25,92.0,9.0,9.0,9.0,9.0,10.0,9.0,3671.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,5,360,26.0,False,25,0.39,88.0,9.0,9.0,9.0,10.0,9.0,9.0,3652.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
4,True,True,True,1.0,1.0,True,2,1.0,1.0,2.0,1,2,10,42.0,False,197,1.75,96.0,10.0,10.0,10.0,10.0,10.0,9.0,3462.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
5,False,True,True,1.0,1.0,False,7,2.5,4.0,7.0,5,6,14,180.0,False,6,0.15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3361.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
6,False,True,False,3.0,3.0,True,2,1.0,0.0,1.0,1,90,1125,70.0,False,23,0.23,93.0,10.0,10.0,9.0,10.0,9.0,9.0,3276.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
7,False,True,True,1.0,1.0,True,2,1.0,1.0,2.0,1,30,52,120.0,False,0,1.1355252709518162,94.41386334856577,9.663965156026023,9.32495452290392,9.713520971302428,9.73067166648285,9.505490866949948,9.41110559143346,3261.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
8,False,True,False,4.0,4.0,True,5,1.0,1.0,3.0,2,60,365,90.0,False,48,0.47,94.0,10.0,10.0,10.0,10.0,9.0,9.0,3244.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
9,True,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,3,30,45.0,False,279,2.83,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3229.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
10,False,True,False,2.0,2.0,False,2,1.0,1.1611342859678708,1.0,1,5,90,49.0,False,223,2.1,96.0,10.0,9.0,10.0,10.0,10.0,9.0,3225.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
11,False,True,False,1.0,1.0,True,4,1.0,2.0,2.0,2,3,30,129.0,False,56,0.75,87.0,9.0,9.0,9.0,8.0,10.0,9.0,3215.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
12,False,True,False,4.0,4.0,True,4,1.0,1.0,2.0,2,60,365,70.0,False,60,0.61,95.0,9.0,10.0,10.0,9.0,9.0,9.0,3244.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
13,True,True,True,2.0,2.0,True,4,1.0,2.0,2.0,2,3,30,98.0,False,61,0.59,94.0,10.0,9.0,10.0,10.0,10.0,9.0,3175.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
14,True,True,False,1.0,1.0,True,5,1.0,1.0,4.0,4,3,24,160.0,False,223,2.27,94.0,9.0,9.0,10.0,10.0,10.0,9.0,3172.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
15,False,True,False,1.0,1.0,True,4,1.0,1.0,4.0,1,60,180,65.0,False,96,0.94,87.0,9.0,9.0,9.0,9.0,9.0,9.0,3157.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
16,False,True,False,2.0,2.0,True,4,2.5,2.0,2.0,2,3,21,90.0,False,18,0.18,94.0,10.0,10.0,10.0,9.0,10.0,10.0,3147.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
17,False,True,False,2.0,2.0,True,4,2.5,2.0,2.0,2,4,21,90.0,False,5,0.05,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3147.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
18,False,True,False,2.0,2.0,True,8,2.0,2.0,8.0,4,3,1125,197.0,True,163,1.63,91.0,9.0,9.0,9.0,9.0,10.0,9.0,3120.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
19,False,True,False,3.0,3.0,True,2,1.0,0.0,1.0,1,90,1125,70.0,False,28,0.29,92.0,9.0,10.0,10.0,10.0,9.0,9.0,3276.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
20,False,True,False,1.0,1.0,False,6,1.0,2.0,4.0,4,5,1125,90.0,False,30,0.33,91.0,9.0,10.0,8.0,9.0,9.0,9.0,3103.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
21,False,True,True,12.0,12.0,True,3,1.092695381882771,1.0,1.6205579246624022,2,2,730,60.0,False,1,0.02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3180.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
22,True,True,True,3.0,3.0,False,4,1.0,2.0,3.0,2,60,365,130.0,False,69,0.7,96.0,10.0,10.0,10.0,10.0,10.0,9.0,3280.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
23,True,True,True,4.0,4.0,True,8,1.0,2.0,4.0,4,4,365,100.0,True,240,2.42,95.0,10.0,10.0,10.0,10.0,10.0,9.0,2773.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
24,False,True,True,1.0,1.0,False,1,1.0,1.0,1.0,1,1,14,44.0,False,28,4.94,89.0,9.0,9.0,10.0,10.0,10.0,9.0,3083.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
25,False,True,True,1.0,1.0,True,4,1.0,1.0,2.0,2,3,1125,62.0,True,144,1.44,89.0,9.0,9.0,9.0,10.0,9.0,9.0,3070.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
26,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,60,75,55.0,True,1,0.01,94.41386334856577,9.663965156026023,9.32495452290392,9.713520971302428,9.73067166648285,9.505490866949948,9.41110559143346,3055.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
27,False,True,False,2.0,2.0,False,1,0.0,1.0,1.0,1,1,21,40.0,False,33,1.63,88.0,9.0,9.0,10.0,10.0,9.0,9.0,3050.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
28,False,True,False,1.0,1.0,False,1,1.0,1.0,1.0,1,5,60,25.0,False,21,0.21,91.0,10.0,9.0,10.0,10.0,9.0,10.0,3046.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
29,True,True,False,2.0,2.0,True,2,1.0,1.0,2.0,1,2,1125,52.0,False,307,3.04,95.0,10.0,10.0,10.0,10.0,10.0,9.0,3061.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
30,False,True,False,2.0,2.0,True,3,1.5,1.0,1.0,1,1,21,39.0,False,161,1.59,90.0,9.0,9.0,10.0,10.0,10.0,9.0,2933.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
31,False,True,True,10.0,10.0,True,2,1.0,1.0,1.0,2,84,1125,80.0,False,102,1.03,89.0,9.0,9.0,9.0,9.0,9.0,9.0,3041.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
32,False,True,True,1.0,1.0,True,2,1.0,1.0,2.0,2,10,20,80.0,False,6,0.06,87.0,10.0,10.0,10.0,10.0,10.0,10.0,3040.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
33,False,True,True,2.0,2.0,True,2,1.0,1.0,1.0,1,3,14,50.0,False,50,0.62,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3032.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
34,False,True,False,1.0,1.0,True,2,1.0,1.0,1.0,1,2,7,43.0,False,70,0.7,94.0,9.0,9.0,9.0,9.0,9.0,9.0,3028.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
35,False,True,False,1.0,1.0,True,2,1.0,1.0,1.0,1,1,7,40.0,False,1,0.02,80.0,10.0,6.0,8.0,8.0,10.0,8.0,3027.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
36,False,True,False,2.0,2.0,True,3,1.5,1.0,1.0,1,1,730,36.0,False,25,0.32,85.0,9.0,8.0,9.0,9.0,9.0,8.0,2933.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
37,True,True,True,6.0,6.0,True,4,1.0,2.0,3.0,2,4,365,119.0,True,109,1.14,98.0,10.0,10.0,10.0,10.0,10.0,9.0,3021.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
38,False,True,False,2.0,2.0,False,4,1.0,1.0,1.0,2,5,360,90.0,True,65,0.66,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3020.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
39,False,True,True,1.0,1.0,False,2,1.0,1.0,1.0,2,3,30,42.0,False,11,0.12,84.0,9.0,9.0,9.0,9.0,9.0,9.0,3015.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
40,True,True,True,1.0,1.0,False,2,1.0,1.0,1.0,1,2,100,56.0,False,101,1.02,97.0,10.0,9.0,10.0,10.0,10.0,9.0,3013.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
41,False,True,False,1.0,1.0,True,2,1.0,1.0,1.0,1,4,730,50.0,True,151,1.63,96.0,10.0,10.0,10.0,10.0,10.0,10.0,3006.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
42,False,True,True,2.0,2.0,False,2,1.0,1.0,2.0,1,60,600,48.0,False,38,0.48,98.0,10.0,9.0,10.0,10.0,10.0,10.0,3002.0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
43,False,True,True,1.0,1.0,True,6,2.0,2.0,3.0,1,3,60,160.0,False,35,0.35,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2990.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
44,False,True,False,1.0,1.0,True,2,1.0,1.0,1.0,1,4,723,70.0,False,0,1.1355252709518162,94.41386334856577,9.663965156026023,9.32495452290392,9.713520971302428,9.73067166648285,9.505490866949948,9.41110559143346,2997.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
45,False,True,False,1.0,1.0,True,2,1.0,1.0,1.0,2,5,18,88.0,False,5,0.07,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3121.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
46,True,True,True,1.0,1.0,True,2,1.0,1.0,2.0,1,4,30,55.0,False,156,1.6,93.0,9.0,9.0,9.0,10.0,10.0,9.0,2949.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
47,False,True,False,1.0,1.0,False,1,1.092695381882771,1.0,1.0,1,2,3,88.0,False,0,1.1355252709518162,94.41386334856577,9.663965156026023,9.32495452290392,9.713520971302428,9.73067166648285,9.505490866949948,9.41110559143346,2947.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
48,False,True,False,1.0,1.0,True,2,1.0,1.0,1.0,1,2,90,90.0,False,1,0.01,100.0,10.0,10.0,10.0,8.0,10.0,9.41110559143346,2946.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
49,False,True,True,1.0,1.0,True,2,1.0,1.0,2.0,1,60,365,55.0,False,11,0.16,95.0,10.0,10.0,10.0,9.0,9.0,9.0,2943.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
50,True,True,True,3.0,3.0,True,5,2.0,2.0,5.0,4,3,15,200.0,False,81,0.84,98.0,10.0,10.0,10.0,10.0,10.0,9.0,3280.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
51,False,True,False,1.0,1.0,True,5,1.0,2.0,4.0,2,3,360,80.0,True,160,1.68,92.0,10.0,9.0,10.0,10.0,10.0,9.0,2933.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
52,False,True,False,2.0,2.0,True,1,1.0,1.0,1.0,1,2,365,49.0,True,3,0.03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2928.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
53,False,True,True,1.0,1.0,True,4,1.0,2.0,4.0,1,90,365,55.0,False,72,0.88,97.0,10.0,10.0,9.0,10.0,10.0,9.0,3066.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
54,True,True,False,2.0,2.0,True,4,1.5,2.0,3.0,1,5,50,130.0,False,32,0.37,95.0,10.0,9.0,10.0,10.0,10.0,9.0,2921.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
55,False,True,False,2.0,2.0,True,4,1.0,1.0,1.0,2,5,360,90.0,True,76,0.85,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3020.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
56,False,True,False,4.0,4.0,True,10,1.5,2.0,5.0,2,2,150,120.0,True,7,0.13,100.0,10.0,9.0,10.0,10.0,10.0,10.0,2656.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
57,False,True,False,2.0,2.0,False,2,1.0,1.0,1.0,1,6,90,37.0,False,96,1.28,92.0,10.0,9.0,9.0,9.0,9.0,9.0,2897.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
58,False,True,False,3.0,3.0,False,2,1.0,1.0,2.0,1,2,730,52.0,True,89,1.16,83.0,9.0,9.0,9.0,8.0,9.0,9.0,2895.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
59,False,True,True,2.0,2.0,False,6,1.0,3.0,3.0,1,3,31,44.0,False,45,0.5,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2892.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
60,False,True,True,1.0,1.0,True,4,1.0,2.0,2.0,2,2,365,102.0,False,34,0.39,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2888.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
61,True,True,False,1.0,1.0,True,2,1.0,1.0,2.0,1,2,16,29.0,False,70,0.91,96.0,9.0,10.0,10.0,10.0,9.0,10.0,2862.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
62,False,True,True,10.0,10.0,True,4,1.0,0.0,2.0,2,3,200,84.0,True,220,2.43,90.0,9.0,9.0,9.0,9.0,10.0,9.0,3041.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
63,False,True,False,2.0,2.0,True,2,1.0,1.0,1.0,2,3,360,80.0,True,37,0.55,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2946.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
64,True,True,False,1.0,1.0,True,2,1.0,1.0,2.0,2,3,18,69.0,True,200,2.14,96.0,10.0,10.0,10.0,10.0,9.0,10.0,2829.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
65,False,True,False,2.0,2.0,False,6,1.0,3.0,6.0,4,4,360,185.0,False,59,0.76,81.0,9.0,9.0,8.0,6.0,10.0,8.0,2822.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
66,True,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,2,182,49.0,True,69,0.75,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2797.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
67,False,True,False,1.0,1.0,True,5,1.0,2.0,3.0,2,4,28,155.0,False,39,0.43,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2960.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
68,True,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,3,32,66.0,True,238,2.59,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2803.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
69,False,True,False,3.0,3.0,True,2,1.0,1.0,1.0,1,3,365,70.0,False,71,0.8,91.0,9.0,10.0,9.0,8.0,10.0,9.0,2790.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
70,False,True,True,2.0,2.0,True,2,1.0,1.0,1.0,1,2,30,53.0,False,197,2.23,94.0,10.0,10.0,10.0,10.0,10.0,9.0,2789.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
71,False,True,True,1.0,1.0,True,3,2.0,1.0,2.0,2,3,30,70.0,False,2,1.54,100.0,10.0,10.0,9.0,10.0,10.0,10.0,2788.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
72,True,True,False,2.0,2.0,True,5,1.5,2.0,0.0,1,1,1125,92.0,True,265,2.86,96.0,9.0,10.0,10.0,10.0,10.0,9.0,2787.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
73,False,True,False,3.0,3.0,True,2,1.0,1.0,1.0,1,3,365,75.0,True,47,1.09,92.0,9.0,10.0,10.0,9.0,10.0,9.0,2790.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
74,False,True,False,3.0,3.0,True,2,1.0,1.0,2.0,1,2,14,80.0,False,44,0.48,92.0,8.0,8.0,9.0,9.0,10.0,9.0,2783.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
75,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,2,120,48.0,True,167,1.82,94.0,10.0,10.0,10.0,10.0,10.0,9.0,3188.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
76,True,True,True,4.0,4.0,True,4,1.0,1.0,2.0,2,10,365,114.0,False,57,0.63,96.0,10.0,9.0,10.0,10.0,10.0,9.0,2773.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
77,False,True,True,1.0,1.0,True,3,1.0,1.0,2.0,1,2,10,60.0,False,44,0.48,99.0,10.0,9.0,10.0,10.0,10.0,10.0,2829.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
78,False,True,False,2.0,2.0,True,14,2.0,5.0,10.0,8,3,1125,506.0,True,112,1.24,94.0,10.0,10.0,9.0,9.0,9.0,9.0,3175.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
79,False,True,True,2.0,2.0,True,3,1.0,1.0,2.0,2,1,365,50.0,False,154,1.69,89.0,9.0,9.0,10.0,9.0,9.0,9.0,2750.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
80,False,True,False,3.0,3.0,True,4,1.0,1.0,2.0,2,60,1125,82.0,False,91,1.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,2746.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
81,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,3,1125,80.0,False,59,0.66,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2743.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
82,False,True,True,2.0,2.0,True,2,1.0,1.0,1.0,2,3,60,60.0,False,68,0.77,96.0,10.0,10.0,10.0,10.0,9.0,9.0,2741.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
83,False,True,True,2.0,2.0,True,2,1.0,1.0,1.0,1,4,21,70.0,False,114,1.33,91.0,9.0,10.0,9.0,9.0,10.0,9.0,2739.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
84,False,True,False,1.0,1.0,True,6,1.0,3.0,6.0,1,3,30,130.0,False,53,0.74,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2736.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
85,False,True,False,1.0,1.0,True,4,1.0,2.0,2.0,2,2,30,69.0,False,3,0.05,100.0,9.0,10.0,9.0,10.0,10.0,10.0,2735.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
86,False,True,True,1.0,1.0,True,2,1.0,2.0,1.0,1,14,24,75.0,False,3,0.06,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2733.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
87,False,True,False,1.0,1.0,True,4,1.0,1.0,1.0,2,60,365,68.0,True,84,0.93,94.0,10.0,10.0,10.0,10.0,10.0,9.0,2732.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
88,False,True,True,1.0,1.0,True,4,1.0,1.0,2.0,2,7,13,125.0,False,5,0.06,95.0,8.0,8.0,10.0,10.0,10.0,9.0,2726.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
89,False,True,False,1.0,1.0,True,4,1.0,1.0,2.0,1,2,730,70.0,False,26,0.49,97.0,10.0,10.0,10.0,10.0,9.0,10.0,2723.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
90,True,True,True,5.0,5.0,True,2,1.0,1.0,1.0,2,2,365,89.0,False,443,5.2,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2721.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
91,False,True,False,1.0,1.0,True,3,1.0,1.0,1.0,2,2,1125,59.0,False,16,0.37,98.0,10.0,9.0,10.0,10.0,10.0,10.0,2721.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
92,False,True,False,1.0,1.0,True,6,1.0,3.0,6.0,3,1,365,96.0,True,148,1.67,85.0,9.0,9.0,9.0,9.0,9.0,9.0,2713.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
93,False,True,False,1.0,1.0,True,4,1.092695381882771,2.0,3.0,2,2,60,75.0,False,191,2.13,95.0,10.0,10.0,10.0,10.0,9.0,10.0,2709.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
94,True,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,2,1120,55.0,False,226,2.54,96.0,10.0,10.0,9.0,10.0,10.0,10.0,2708.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
95,False,True,True,1.0,1.0,True,4,1.0,1.0,3.0,2,30,180,55.0,False,55,0.63,91.0,10.0,9.0,9.0,9.0,9.0,9.0,2704.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
96,False,True,True,1.0,1.0,True,3,1.0,1.0,2.0,1,3,60,70.0,True,107,1.41,94.0,10.0,9.0,9.0,9.0,9.0,9.0,2702.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
97,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,183,1125,31.0,False,39,0.45,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2700.0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
98,False,True,True,3.0,3.0,True,4,1.0,2.0,1.0,2,2,365,40.0,True,47,0.54,90.0,9.0,8.0,9.0,10.0,10.0,8.0,2697.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
99,False,True,False,1.0,1.0,True,4,1.0,1.0,2.0,1,1,50,81.0,False,10,0.26,85.0,9.0,8.0,9.0,9.0,10.0,9.0,2696.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
100,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,2,3,60,52.0,False,127,1.61,88.0,9.0,7.0,10.0,10.0,10.0,9.0,2694.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
101,False,True,True,1.0,1.0,True,2,1.0,2.0,2.0,2,180,800,100.0,False,4,0.04,95.0,10.0,10.0,10.0,10.0,9.0,10.0,2691.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
102,False,True,True,1.0,1.0,True,3,1.0,1.0,2.0,2,90,365,36.0,True,95,1.06,94.0,10.0,10.0,9.0,10.0,9.0,9.0,2690.0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
103,False,True,True,1.0,1.0,True,4,1.0,2.0,2.0,4,5,1125,88.0,False,45,0.53,94.0,10.0,9.0,9.0,9.0,10.0,9.0,2893.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
104,True,True,True,1.0,1.0,True,4,1.0,1.0,2.0,1,1,90,29.0,False,252,2.96,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2711.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
