,host_is_superhost,host_has_profile_pic,host_identity_verified,host_listings_count,host_total_listings_count,is_location_exact,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,maximum_nights,price,instant_bookable,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_duration,property_type_Apartment,property_type_Bed & Breakfast,property_type_Condominium,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,host_response_rate_buckets_100 %,host_response_rate_buckets_Below 100 %,host_response_rate_buckets_No response rate tracked,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within one or a few hours,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60,cancellation_policy_strict_14_with_grace_period
0,False,True,False,1.0,1.0,True,4,1.5,2.0,3.0,1,2,1125,250.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,511,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
1,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,0,2,15,65.0,True,36,1.3,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1553,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2,True,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,3,45,65.0,False,41,0.47,98.0,10.0,9.0,10.0,10.0,9.0,10.0,2676,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
3,False,True,False,1.0,1.0,False,4,1.0,1.0,2.0,2,1,1125,75.0,False,1,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1235,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
4,True,True,True,1.0,1.0,True,2,1.5,1.0,2.0,1,2,31,79.0,False,29,2.25,99.0,10.0,10.0,10.0,10.0,9.0,10.0,850,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
5,True,True,True,2.0,2.0,True,2,1.0,1.0,1.0,1,2,1125,75.0,False,8,1.7,100.0,10.0,10.0,10.0,10.0,9.0,10.0,168,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
6,False,True,True,5.0,5.0,False,3,1.0,1.0,2.0,1,1,1125,100.0,False,57,4.0,90.0,10.0,10.0,10.0,10.0,9.0,9.0,1201,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
7,True,True,True,2.0,2.0,True,2,2.0,1.0,1.0,1,1,1125,75.0,False,67,2.38,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1494,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
8,True,True,True,1.0,1.0,True,2,1.0,1.0,2.0,2,2,1125,58.0,False,65,5.36,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1414,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
9,True,True,True,2.0,2.0,True,5,1.0,2.0,2.0,4,4,10,229.0,False,33,1.01,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1359,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
10,False,True,False,1.0,1.0,True,2,1.0,1.0,1.0,1,1,1125,60.0,False,1,0.36,80.0,10.0,8.0,8.0,10.0,10.0,10.0,167,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
11,True,True,True,2.0,2.0,True,1,1.0,1.0,1.0,1,1,1125,57.0,False,17,0.48,94.0,9.0,10.0,10.0,10.0,9.0,9.0,1089,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
12,False,True,False,2.0,2.0,True,4,1.0,2.0,2.0,1,1,1125,93.0,True,1,0.64,100.0,10.0,10.0,10.0,10.0,10.0,10.0,891,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
13,False,True,True,1.0,1.0,True,5,1.0,2.0,3.0,5,2,21,150.0,False,12,4.93,97.0,10.0,10.0,10.0,10.0,9.0,10.0,216,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
14,False,True,True,1.0,1.0,True,2,1.5,2.0,2.0,2,3,1125,145.0,False,7,0.56,91.0,9.0,9.0,10.0,9.0,9.0,9.0,1046,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
15,False,True,False,2.0,2.0,True,1,0.0,1.0,1.0,1,1,365,60.0,True,70,1.16,96.0,9.0,10.0,10.0,10.0,9.0,10.0,1816,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
16,False,True,False,1.0,1.0,True,4,1.0,1.0,3.0,3,3,1125,165.0,False,1,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2009,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
17,False,True,False,2.0,2.0,True,2,1.0,1.0,1.0,1,1,1125,75.0,True,1,0.37,100.0,10.0,10.0,10.0,10.0,10.0,10.0,891,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
18,True,True,True,3.0,3.0,True,1,1.0,1.0,1.0,1,5,1125,49.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,466,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
19,True,True,True,3.0,3.0,False,2,1.0,1.0,1.0,1,5,1125,49.0,False,4,0.29,95.0,9.0,10.0,10.0,10.0,9.0,10.0,466,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
20,True,True,True,3.0,3.0,True,1,2.5,1.0,1.0,1,2,1125,40.0,False,31,1.24,99.0,10.0,10.0,10.0,10.0,9.0,10.0,905,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
21,False,True,True,1.0,1.0,True,3,1.0,0.0,2.0,3,2,6,120.0,True,16,5.93,98.0,10.0,10.0,10.0,10.0,10.0,10.0,102,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
22,False,True,False,2.0,2.0,True,2,0.0,1.0,1.0,1,1,365,70.0,True,38,0.63,98.0,9.0,10.0,10.0,10.0,9.0,9.0,1816,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
23,False,True,True,1.0,1.0,False,8,1.0,3.0,5.0,6,3,1125,150.0,False,21,1.58,88.0,9.0,9.0,9.0,10.0,9.0,10.0,679,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
24,False,True,False,1.0,1.0,True,5,3.5,4.0,3.0,1,14,1125,175.0,False,1,0.07,100.0,10.0,10.0,10.0,10.0,10.0,10.0,557,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
25,True,True,True,2.0,2.0,True,2,1.5,1.0,1.0,1,1,1125,95.0,False,40,1.13,96.0,10.0,10.0,10.0,10.0,9.0,10.0,1327,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
26,False,True,False,1.0,1.0,True,2,1.0,1.0,1.0,1,1,1125,90.0,False,43,1.06,95.0,10.0,9.0,10.0,10.0,9.0,9.0,1336,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
27,True,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,2,1125,95.0,False,33,4.02,99.0,10.0,10.0,10.0,10.0,10.0,10.0,311,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
28,False,True,True,1.0,1.0,True,2,1.0,1.0,2.0,1,1,30,100.0,False,11,0.21,90.0,9.0,8.0,10.0,9.0,9.0,9.0,1113,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
29,True,True,True,2.0,2.0,True,2,1.0,1.0,1.0,1,1,1125,67.0,False,20,0.58,96.0,10.0,9.0,10.0,10.0,9.0,10.0,1089,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
30,False,True,True,1.0,1.0,True,1,1.0,1.0,1.0,1,1,4,55.0,False,30,1.93,92.0,10.0,9.0,10.0,10.0,9.0,9.0,826,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
31,False,True,True,1.0,1.0,True,6,1.0,2.0,2.0,4,2,1125,200.0,True,2,0.38,100.0,10.0,10.0,10.0,10.0,9.0,10.0,435,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
32,False,True,True,1.0,1.0,True,4,1.0,1.0,2.0,1,1,1125,150.0,True,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,558,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
33,True,True,True,3.0,3.0,True,1,1.0,1.0,1.0,1,5,1125,49.0,False,10,0.72,98.0,9.0,9.0,10.0,10.0,9.0,10.0,466,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
34,False,True,False,1.0,1.0,True,1,1.5,1.0,1.0,1,1,1125,75.0,False,17,0.59,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1087,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
35,False,True,True,2.0,2.0,True,4,1.0,1.0,2.0,2,3,1125,110.0,False,55,2.36,87.0,9.0,9.0,10.0,10.0,9.0,9.0,2075,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
36,False,True,False,1.0,1.0,False,2,1.0,1.0,1.0,1,1,1125,115.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,1804,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
37,False,True,True,5.0,5.0,True,16,1.0,3.0,5.0,1,1,1125,125.0,False,24,2.07,91.0,10.0,10.0,10.0,10.0,9.0,9.0,1201,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
38,False,True,True,5.0,5.0,True,16,2.5,3.0,7.0,1,1,1125,200.0,False,82,4.32,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1201,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
39,True,True,True,2.0,2.0,True,2,2.0,1.0,1.0,1,1,1125,75.0,False,20,0.87,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1494,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
40,False,True,True,1.0,1.0,True,1,1.0,1.0,1.0,1,3,1125,78.0,True,21,0.87,95.0,9.0,9.0,10.0,10.0,9.0,9.0,769,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
41,False,True,True,1.0,1.0,True,4,1.0,1.0,2.0,1,2,15,50.0,False,10,5.77,96.0,10.0,10.0,10.0,10.0,10.0,10.0,372,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
42,True,True,True,1.0,1.0,True,1,1.0,1.0,1.0,1,1,1125,60.0,False,143,4.39,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1028,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
43,True,True,True,3.0,3.0,True,1,1.5,1.0,1.0,1,2,1125,45.0,False,2,0.54,100.0,9.0,10.0,10.0,9.0,7.0,9.0,905,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
44,False,True,False,2.0,2.0,True,4,1.0,2.0,2.0,3,5,1125,145.0,False,26,0.74,92.0,10.0,10.0,10.0,10.0,9.0,9.0,1140,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
45,False,True,False,1.0,1.0,True,2,2.0,1.0,1.0,1,2,1125,45.0,False,5,3.13,96.0,10.0,9.0,10.0,10.0,9.0,9.0,59,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
46,True,True,True,2.0,2.0,True,2,1.5,1.0,1.0,1,1,1125,85.0,False,29,1.67,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1327,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
47,False,True,True,1.0,1.0,True,1,1.0,1.0,1.0,1,3,1125,75.0,False,9,0.37,93.0,9.0,10.0,10.0,10.0,10.0,10.0,1150,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
48,False,True,True,1.0,1.0,True,2,2.0,1.0,1.0,1,2,1125,50.0,False,14,1.23,99.0,10.0,10.0,10.0,10.0,9.0,10.0,354,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
49,True,True,True,3.0,3.0,True,1,2.5,1.0,1.0,1,2,1125,45.0,False,8,0.33,97.0,10.0,9.0,10.0,10.0,9.0,10.0,905,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
50,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,2,2,5,60.0,False,117,3.22,92.0,10.0,10.0,10.0,10.0,9.0,9.0,1106,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
51,True,True,True,1.0,1.0,True,3,1.0,1.0,1.0,1,1,180,95.0,False,53,2.07,99.0,10.0,10.0,10.0,10.0,10.0,10.0,827,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
52,False,True,False,2.0,2.0,False,2,1.0,0.0,1.0,2,3,1125,89.0,False,3,0.12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1140,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
53,False,True,False,1.0,1.0,True,3,1.0,0.0,2.0,1,2,1125,110.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,526,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
54,False,True,True,1.0,1.0,False,2,1.0,1.0,1.0,1,1,1125,65.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,1101,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
55,False,True,True,1.0,1.0,True,7,2.0,3.0,3.0,5,3,1125,285.0,False,2,1.15,80.0,10.0,10.0,10.0,10.0,8.0,6.0,141,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
56,False,True,False,1.0,1.0,True,4,1.0,1.0,1.0,4,3,730,140.0,False,1,1.0,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,1884,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
57,False,True,False,2.0,2.0,True,2,1.0,1.0,1.0,1,2,1125,70.0,False,23,0.46,93.0,9.0,8.0,10.0,10.0,10.0,9.0,1607,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
58,False,True,True,2.0,2.0,True,2,1.0,1.0,1.0,1,1,14,95.0,False,14,0.46,93.0,9.0,9.0,10.0,10.0,10.0,9.0,941,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
59,False,True,False,1.0,1.0,True,2,1.0,1.0,1.0,1,300,365,55.0,False,3,0.06,100.0,10.0,9.0,9.0,9.0,10.0,10.0,1427,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
60,True,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,2,8,80.0,False,57,2.48,99.0,10.0,10.0,10.0,10.0,10.0,10.0,710,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
61,False,True,True,2.0,2.0,True,2,1.0,1.0,1.0,1,2,1125,120.0,False,58,2.36,97.0,10.0,10.0,10.0,10.0,9.0,10.0,982,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
62,True,True,True,4.0,4.0,True,2,1.0,1.0,1.0,1,1,1125,65.0,False,1,0.07,100.0,10.0,8.0,10.0,10.0,10.0,10.0,876,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
63,True,True,True,1.0,1.0,True,4,1.0,1.0,2.0,2,2,14,100.0,False,46,3.03,97.0,10.0,10.0,10.0,10.0,9.0,10.0,2210,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
64,True,True,False,1.0,1.0,False,1,1.0,1.0,1.0,1,3,30,65.0,False,68,4.29,96.0,10.0,9.0,10.0,10.0,9.0,10.0,494,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
65,False,True,True,1.0,1.0,True,1,1.0,1.0,1.0,1,2,1125,60.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,1380,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
66,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,2,5,63.0,False,3,2.73,73.0,9.0,5.0,10.0,10.0,9.0,9.0,1304,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
67,False,True,False,1.0,1.0,True,2,1.0,1.0,1.0,1,1,1125,75.0,False,4,0.62,100.0,9.0,10.0,10.0,9.0,10.0,9.0,1063,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
68,False,True,False,1.0,1.0,True,2,1.0,1.0,1.0,1,1,1125,65.0,False,2,0.16,90.0,9.0,9.0,9.0,9.0,10.0,9.0,637,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
69,False,True,True,1.0,1.0,True,1,1.0,1.0,1.0,1,1,34,110.0,False,7,0.48,94.0,10.0,10.0,10.0,9.0,9.0,9.0,1155,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
70,False,True,True,4.0,4.0,True,2,1.0,1.0,1.0,2,2,40,46.0,True,18,1.46,82.0,8.0,7.0,9.0,9.0,9.0,8.0,768,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
71,False,True,True,2.0,2.0,True,3,1.0,1.0,1.0,1,2,7,75.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,1291,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
72,False,True,False,1.0,1.0,True,2,1.5,1.0,1.0,2,3,10,62.0,False,9,0.31,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1568,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
73,False,True,True,2.0,2.0,True,2,1.5,1.0,1.0,1,2,1125,69.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,1230,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
74,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,2,29,69.0,False,4,0.36,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1120,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
75,False,True,True,2.0,2.0,True,2,2.0,1.0,1.0,1,1,1125,73.0,False,19,1.35,99.0,10.0,9.0,10.0,10.0,9.0,10.0,442,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
76,False,True,False,1.0,1.0,True,1,1.0,1.0,1.0,1,2,180,85.0,False,22,0.36,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1852,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
77,True,True,True,4.0,4.0,True,2,2.0,1.0,1.0,1,1,1125,120.0,False,17,0.41,96.0,9.0,10.0,10.0,10.0,10.0,9.0,1306,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
78,False,True,True,1.0,1.0,True,2,3.5,1.0,2.0,1,2,1125,125.0,False,1,0.21,100.0,10.0,10.0,10.0,10.0,10.0,10.0,215,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
79,False,True,True,1.0,1.0,True,1,1.0,1.0,1.0,1,1,1125,70.0,False,7,1.35,93.0,10.0,9.0,10.0,10.0,10.0,9.0,2032,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
80,False,True,False,1.0,1.0,True,2,1.0,1.0,1.0,1,1,3,100.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,801,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
81,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,1,1125,61.0,False,7,0.78,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1120,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
82,False,True,True,2.0,2.0,True,4,1.0,1.0,2.0,2,1,60,125.0,False,132,2.61,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1529,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
83,False,True,False,1.0,1.0,True,2,1.0,1.0,1.0,1,1,1125,100.0,False,14,0.35,88.0,9.0,9.0,10.0,10.0,8.0,9.0,1259,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
84,False,True,True,1.0,1.0,True,1,1.0,1.0,1.0,1,1,1125,27.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,569,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
85,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,2,1125,80.0,False,12,3.91,98.0,10.0,9.0,10.0,10.0,10.0,10.0,1265,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
86,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,1,1125,85.0,False,3,0.12,100.0,10.0,10.0,10.0,10.0,9.0,9.0,1657,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
87,False,True,False,1.0,1.0,True,3,1.0,1.0,2.0,1,1,3,75.0,False,43,1.83,91.0,9.0,10.0,10.0,10.0,9.0,9.0,1257,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
88,False,True,True,6.0,6.0,False,1,1.0,1.0,1.0,1,7,1125,57.0,False,1,0.44,20.0,10.0,10.0,10.0,10.0,2.0,6.0,834,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
89,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,1,1125,100.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,798,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
90,False,True,False,1.0,1.0,True,1,1.0,1.0,1.0,1,1,1125,40.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,772,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
91,False,True,True,1.0,1.0,True,1,1.0,1.0,1.0,1,4,1125,100.0,False,20,0.71,98.0,10.0,10.0,10.0,10.0,10.0,10.0,856,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
92,False,True,True,3.0,3.0,True,2,2.5,1.0,1.0,1,1,1125,70.0,False,9,0.53,93.0,10.0,10.0,10.0,10.0,9.0,10.0,1847,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
93,True,True,True,1.0,1.0,True,4,1.0,2.0,2.0,2,4,1125,190.0,False,26,1.43,95.0,10.0,9.0,10.0,10.0,9.0,10.0,1046,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
94,False,True,True,1.0,1.0,False,3,1.0,1.0,1.0,1,7,1125,149.0,False,17,0.59,95.0,9.0,9.0,10.0,10.0,10.0,10.0,834,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
95,False,True,True,1.0,1.0,True,6,1.0,2.0,2.0,1,3,1125,168.0,False,47,2.57,94.0,9.0,10.0,10.0,10.0,9.0,9.0,914,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
96,False,True,True,2.0,2.0,True,5,2.0,3.0,4.0,1,2,1125,205.0,False,9,0.7,87.0,10.0,9.0,10.0,10.0,8.0,9.0,640,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
97,False,True,True,3.0,3.0,True,2,2.5,1.0,1.0,1,1,1125,65.0,False,17,1.32,92.0,9.0,9.0,9.0,10.0,9.0,9.0,1847,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
98,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,1,1125,75.0,False,5,1.5,92.0,10.0,9.0,10.0,10.0,9.0,10.0,383,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
99,False,True,True,1.0,1.0,True,4,1.0,2.0,4.0,1,1,1125,117.0,True,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,700,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
100,False,True,True,1.0,1.0,True,8,2.0,4.0,6.0,6,3,60,429.0,False,35,0.95,91.0,10.0,9.0,9.0,10.0,9.0,9.0,1720,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
101,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,2,1125,95.0,False,53,1.32,95.0,9.0,9.0,10.0,9.0,10.0,9.0,1875,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
102,False,True,True,2.0,2.0,True,2,1.0,1.0,1.0,1,1,7,69.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,759,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
103,False,True,True,1.0,1.0,True,2,1.221646597591711,1.0,1.0,1,1,1125,85.0,False,17,0.43,94.0,10.0,9.0,10.0,10.0,10.0,10.0,1398,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
