,host_is_superhost,host_has_profile_pic,host_identity_verified,host_listings_count,host_total_listings_count,is_location_exact,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,maximum_nights,price,instant_bookable,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,host_duration,property_type_Apartment,property_type_Bed & Breakfast,property_type_Condominium,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,host_response_rate_buckets_100 %,host_response_rate_buckets_Below 100 %,host_response_rate_buckets_No response rate tracked,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within one or a few hours,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60,cancellation_policy_strict_14_with_grace_period
1957,True,True,True,1.0,1.0,True,2,1.0,0.0,1.0,2,1,1125,178.0,False,24,1.76,98.0,10.0,10.0,10.0,10.0,10.0,9.0,478,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1958,False,True,True,7.0,7.0,True,3,1.0,0.0,2.0,1,1,30,99.0,True,242,8.33,80.0,8.0,7.0,9.0,9.0,10.0,9.0,2087,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1959,False,True,True,6.0,6.0,True,2,1.0,1.255944055944056,1.0,2,4,365,175.0,True,127,1.67,92.0,9.0,9.0,10.0,10.0,10.0,9.0,2369,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1960,False,True,True,1.0,1.0,True,4,2.0,2.0,2.0,4,2,1125,300.0,False,3,1.73,100.0,10.0,10.0,10.0,10.0,10.0,10.0,387,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1961,False,True,False,16.0,16.0,True,4,1.0,1.0,1.0,1,2,1125,179.0,False,6,0.93,90.0,9.0,9.0,9.0,9.0,10.0,8.0,264,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
1962,False,True,False,3.0,3.0,True,3,1.0,0.0,1.0,2,3,1125,200.0,True,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,451,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1963,True,True,True,2.0,2.0,False,2,1.0,1.0,1.0,1,3,1125,160.0,True,6,1.1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,564,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1964,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,1,8,195.0,False,9,1.73,100.0,10.0,10.0,10.0,10.0,10.0,9.0,483,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1965,False,True,True,1.0,1.0,True,3,1.0,1.0,2.0,1,1,1125,200.0,False,4,4.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,235,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
1966,True,True,True,2.0,2.0,True,7,2.5,4.0,5.0,7,5,30,700.0,False,11,0.85,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1004,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1967,False,True,False,1.0,1.0,True,1,1.0,1.0,1.0,1,25,1125,200.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,712,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1968,False,True,True,1.0,1.0,True,3,1.0,1.0,1.0,1,1,1125,230.0,False,17,1.08,93.0,9.0,9.0,10.0,10.0,10.0,9.0,961,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
1969,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,3,365,499.0,False,7,0.24,74.0,6.0,6.0,8.0,7.0,9.0,6.0,1120,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
1970,False,True,True,1.0,1.0,True,1,0.0,1.0,1.0,1,3,365,110.0,False,17,1.6,95.0,10.0,9.0,9.0,10.0,10.0,10.0,985,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1971,False,True,False,2.0,2.0,False,6,1.0,2.0,2.0,1,2,1125,350.0,False,17,1.85,91.0,9.0,9.0,10.0,10.0,10.0,9.0,310,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1972,False,True,True,558.0,558.0,True,2,1.0,1.0,1.0,1,2,120,185.0,False,7,0.19,84.0,9.0,9.0,9.0,10.0,10.0,9.0,2616,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1973,False,True,True,52.0,52.0,True,2,1.0,0.0,1.0,1,7,1125,150.0,False,2,0.48,100.0,10.0,10.0,10.0,10.0,10.0,10.0,699,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1974,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,2,1,2,175.0,False,5,0.3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,562,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
1975,True,True,False,1.0,1.0,True,2,1.0,1.0,1.0,1,1,6,179.0,False,51,1.74,96.0,10.0,10.0,10.0,10.0,10.0,10.0,967,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1976,False,True,True,4.0,4.0,True,3,1.0,1.0,2.0,1,1,180,269.0,True,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,1828,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1977,False,True,True,558.0,558.0,True,2,1.0,1.0,1.0,1,2,120,285.0,False,22,0.39,89.0,9.0,8.0,9.0,8.0,10.0,8.0,2616,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1978,False,True,False,3.0,3.0,True,7,2.0,4.0,4.0,6,3,1125,690.0,True,44,2.59,88.0,9.0,8.0,9.0,9.0,10.0,9.0,564,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1979,False,True,False,1.0,1.0,False,3,1.0,1.0,1.0,1,1,1125,135.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,182,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1980,False,True,True,52.0,52.0,True,1,1.0,1.0,1.0,1,7,1125,150.0,False,3,0.19,93.0,7.0,10.0,9.0,10.0,10.0,9.0,699,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1981,True,True,True,2.0,2.0,True,1,1.0,1.0,1.0,1,2,35,175.0,False,59,3.77,95.0,9.0,9.0,10.0,10.0,10.0,9.0,1756,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1982,True,True,True,15.0,15.0,True,8,2.0,4.0,5.0,5,3,60,600.0,True,56,3.7,99.0,10.0,10.0,10.0,10.0,10.0,9.0,1060,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1983,False,True,True,1.0,1.0,True,3,1.0,1.0,1.0,1,30,40,114.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,1515,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1984,True,True,True,1.0,1.0,True,4,2.0,2.0,2.0,1,2,1125,500.0,False,24,2.16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,340,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1985,False,True,True,3.0,3.0,False,4,1.0,2.0,2.0,2,2,1125,160.0,True,41,5.57,85.0,9.0,9.0,9.0,10.0,10.0,8.0,619,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1986,False,True,True,2.0,2.0,True,3,1.0,1.0,1.0,2,1,1125,250.0,False,18,0.91,90.0,10.0,9.0,10.0,10.0,10.0,9.0,2052,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1987,False,True,True,4.0,4.0,True,1,2.0,1.0,1.0,1,3,1125,90.0,False,23,0.83,91.0,9.0,9.0,10.0,10.0,10.0,9.0,1176,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1988,True,True,False,1.0,1.0,True,2,1.0,0.0,1.0,0,2,1125,129.0,True,37,11.68,96.0,10.0,10.0,10.0,10.0,10.0,10.0,508,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1989,False,True,True,1.0,1.0,True,2,1.0,0.0,1.0,1,2,1125,140.0,False,5,0.39,96.0,10.0,10.0,10.0,10.0,10.0,9.0,668,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1990,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,3,1125,210.0,False,8,2.31,95.0,10.0,10.0,10.0,10.0,10.0,9.0,182,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1991,False,True,True,1.0,1.0,True,3,1.0,1.0,1.0,2,3,1125,125.0,False,6,0.43,97.0,10.0,10.0,10.0,10.0,10.0,10.0,706,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1992,False,True,True,1.0,1.0,True,2,1.0,1.0,2.0,2,5,1125,188.0,False,18,0.77,96.0,10.0,10.0,10.0,10.0,10.0,9.0,735,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1993,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,3,1125,150.0,False,7,1.09,97.0,9.0,10.0,10.0,10.0,10.0,10.0,1068,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1994,True,True,True,15.0,15.0,True,5,1.5,2.0,2.0,4,3,45,375.0,True,62,4.08,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1060,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1995,True,True,True,1.0,1.0,True,2,1.0,1.0,1.0,2,3,365,245.0,True,60,2.24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1144,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1996,False,True,False,11.0,11.0,True,2,1.0,0.0,2.0,2,2,1125,150.0,False,26,4.48,90.0,9.0,9.0,10.0,9.0,10.0,9.0,1262,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1997,False,True,False,1.0,1.0,True,2,1.0,1.0,1.0,2,1,1125,250.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,497,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
1998,False,True,True,2.0,2.0,True,2,1.0,1.0,1.0,1,2,1125,130.0,True,33,2.66,90.0,9.0,9.0,10.0,10.0,10.0,9.0,1915,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1999,False,True,True,30.0,30.0,True,7,1.0,2.0,3.0,3,1,1125,250.0,False,3,2.31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,728,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
2000,False,True,True,1.0,1.0,True,1,1.0,1.0,1.0,0,1,1125,120.0,False,28,2.41,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1233,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2001,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,2,1125,220.0,False,4,1.4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,772,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
2002,True,True,True,2.0,2.0,True,4,2.0,2.0,2.0,1,2,1125,300.0,False,10,1.2,94.0,10.0,9.0,10.0,10.0,10.0,9.0,869,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2003,False,True,False,16.0,16.0,True,3,1.0,1.0,1.0,1,2,1125,199.0,False,3,0.43,93.0,10.0,10.0,9.0,9.0,9.0,9.0,264,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2004,False,True,True,52.0,52.0,True,2,1.0,0.0,1.0,1,7,1125,155.0,False,5,0.49,100.0,10.0,10.0,9.0,8.0,10.0,10.0,699,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2005,False,True,True,1.0,1.0,True,4,1.5,2.0,2.0,1,7,1125,230.0,False,1,0.07,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1703,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
2006,False,True,True,2.0,2.0,True,3,1.0,1.0,2.0,2,1,1125,159.0,False,14,9.55,86.0,9.0,9.0,10.0,10.0,10.0,9.0,1407,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2007,False,True,False,2.0,2.0,True,1,2.0,1.0,1.0,1,1,1125,202.0,False,14,1.21,64.0,7.0,7.0,9.0,9.0,10.0,7.0,350,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2008,False,True,True,22.0,22.0,True,2,1.0,0.0,1.0,1,2,1125,229.0,False,5,0.82,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1883,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
2009,False,True,True,7.0,7.0,False,4,1.0,1.0,2.0,2,3,1125,129.0,True,1,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,320,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2010,False,True,False,2.0,2.0,True,1,1.0,1.0,1.0,1,2,21,79.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
2011,False,True,True,22.0,22.0,True,4,1.0,1.0,1.0,1,2,1125,210.0,False,7,0.81,97.0,10.0,9.0,10.0,9.0,10.0,9.0,1883,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
2012,False,True,False,16.0,16.0,True,2,1.0,0.0,1.0,1,2,1125,129.0,False,1,1.0,100.0,10.0,10.0,10.0,6.0,10.0,10.0,264,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2013,False,True,True,1.0,1.0,False,4,1.0,1.0,1.0,1,2,28,200.0,False,10,6.12,96.0,10.0,10.0,10.0,10.0,10.0,10.0,56,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2014,False,True,True,24.0,24.0,True,4,1.0,1.0,1.0,1,2,1125,229.0,False,9,0.92,89.0,10.0,9.0,9.0,9.0,10.0,9.0,1747,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2015,True,True,True,2.0,2.0,True,2,1.0,0.0,1.0,0,2,1125,160.0,False,85,5.69,96.0,10.0,10.0,10.0,10.0,10.0,10.0,564,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2016,False,True,True,2.0,2.0,True,6,1.0,2.0,3.0,1,4,1125,135.0,False,19,0.7,89.0,9.0,8.0,10.0,9.0,10.0,9.0,1465,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2017,False,True,True,7.0,7.0,True,2,1.0,0.0,2.0,1,1,30,99.0,True,174,7.7,75.0,8.0,7.0,9.0,9.0,10.0,8.0,2087,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2018,False,True,True,2.0,2.0,True,2,1.0,1.0,1.0,2,2,1125,115.0,False,91,3.39,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1465,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
2019,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,2,2,1125,175.0,False,1,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,791,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2020,False,True,True,15.0,15.0,True,2,1.0,0.0,1.0,1,4,1125,229.0,False,16,0.72,94.0,9.0,10.0,9.0,10.0,10.0,9.0,736,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2021,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,3,30,199.0,True,156,3.02,94.0,10.0,9.0,10.0,10.0,10.0,9.0,1561,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2022,False,True,False,1.0,1.0,False,3,1.0,1.0,1.0,1,2,1125,200.0,False,22,1.87,93.0,9.0,9.0,10.0,9.0,10.0,9.0,598,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2023,False,True,True,18.0,18.0,True,3,1.0,0.0,1.0,1,1,1125,133.0,False,74,2.71,80.0,9.0,8.0,8.0,9.0,9.0,8.0,1579,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
2024,False,True,True,1.0,1.0,True,3,1.0,1.0,1.0,1,1,1125,120.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,858,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
2025,False,True,True,558.0,558.0,True,4,2.0,2.0,2.0,1,30,365,329.0,False,4,0.17,95.0,10.0,10.0,10.0,9.0,10.0,10.0,2616,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2026,False,True,True,558.0,558.0,True,4,1.0,2.0,2.0,1,3,365,349.0,False,21,0.32,94.0,9.0,9.0,9.0,9.0,10.0,9.0,2616,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2027,False,True,True,363.0,363.0,True,4,1.0,1.0,2.0,1,3,1125,209.0,True,1,0.7,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,936,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
2028,False,True,True,1.0,1.0,True,2,1.5,0.0,1.0,1,1,1125,200.0,False,1,0.05,100.0,10.0,10.0,10.0,10.0,10.0,10.0,641,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
2029,False,True,True,558.0,558.0,True,4,2.0,2.0,2.0,1,5,365,329.0,False,6,0.25,100.0,10.0,10.0,10.0,10.0,9.0,10.0,2616,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2030,False,True,False,6.0,6.0,True,6,1.0,2.0,2.0,4,3,1125,375.0,False,1,0.14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,693,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2031,False,True,True,1.0,1.0,True,5,1.5,2.0,2.0,5,1,1125,350.0,False,5,0.18,90.0,10.0,9.0,8.0,9.0,9.0,9.0,1555,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
2032,False,True,True,2.0,2.0,True,8,1.0,1.0,2.0,1,1,1125,70.0,False,4,0.65,80.0,9.0,9.0,9.0,10.0,8.0,9.0,812,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2033,False,True,True,1.0,1.0,False,2,1.0,1.0,1.0,1,1,1125,10.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,61,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2034,False,True,True,1.0,1.0,True,2,1.0,1.0,1.0,1,1,1125,250.0,False,58,2.26,91.0,9.0,10.0,10.0,10.0,9.0,8.0,780,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2035,False,True,True,558.0,558.0,True,4,2.0,2.0,2.0,1,4,365,329.0,False,2,0.16,100.0,9.0,10.0,10.0,10.0,10.0,10.0,2616,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2036,False,True,True,307.0,307.0,True,5,2.0,2.0,2.0,1,2,1125,119.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,1311,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2037,False,True,False,3.0,3.0,False,3,1.0,1.0,1.0,2,2,1125,202.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,224,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2038,False,True,False,11.0,11.0,True,3,1.0,0.0,2.0,2,2,1125,158.0,False,10,2.11,84.0,9.0,9.0,9.0,9.0,10.0,8.0,1262,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2039,False,True,True,18.0,18.0,True,3,1.0,0.0,1.0,1,1,1125,150.0,False,67,2.36,74.0,8.0,7.0,8.0,9.0,9.0,8.0,1579,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
2040,False,True,True,363.0,363.0,True,4,2.0,2.0,2.0,2,3,1125,279.0,True,5,1.88,100.0,10.0,10.0,10.0,10.0,10.0,10.0,936,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
2041,False,True,False,1.0,1.0,True,7,3.0,3.0,3.0,1,1,600,500.0,False,6,4.0,90.0,9.0,9.0,9.0,9.0,9.0,9.0,700,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2042,False,True,True,558.0,558.0,True,2,1.0,1.0,1.0,1,7,365,269.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,2616,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
2043,False,True,True,18.0,18.0,True,2,1.0,1.0,1.0,1,1,1125,152.0,False,76,1.93,79.0,8.0,8.0,9.0,9.0,10.0,8.0,1579,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
2044,False,True,True,4.0,4.0,True,6,1.0,2.0,3.0,4,2,1125,295.0,False,43,3.96,92.0,10.0,10.0,10.0,10.0,9.0,9.0,362,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2045,False,True,True,18.0,18.0,True,3,1.0,1.0,1.0,1,1,1125,128.0,False,52,2.66,77.0,8.0,8.0,8.0,8.0,10.0,8.0,1579,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
2046,False,True,True,2.0,2.0,True,3,1.0,0.0,1.0,2,2,1125,220.0,False,8,1.76,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1897,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2047,False,True,True,1.0,1.0,True,8,1.0,3.0,3.0,4,1,31,334.0,True,135,5.09,92.0,10.0,9.0,10.0,10.0,10.0,9.0,1582,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2048,False,True,True,4.0,4.0,False,6,1.0,2.0,2.0,6,1,1125,290.0,False,30,6.98,94.0,9.0,10.0,9.0,10.0,10.0,10.0,968,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
2049,False,True,True,363.0,363.0,True,4,1.0,1.0,2.0,1,3,1125,139.0,True,14,2.28,94.0,10.0,10.0,10.0,10.0,10.0,9.0,936,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
2050,False,True,True,122.0,122.0,True,2,1.0,1.0,1.0,1,10,1125,220.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,694,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2051,False,True,True,1.0,1.0,False,7,0.0,0.0,3.0,1,1,1125,60.0,True,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,37,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
2052,True,True,True,1.0,1.0,True,4,1.0,1.0,1.0,2,1,1125,239.0,False,85,5.67,95.0,10.0,10.0,10.0,10.0,10.0,9.0,554,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2053,False,True,True,18.0,18.0,True,2,1.0,0.0,1.0,1,1,1125,150.0,False,54,2.35,77.0,8.0,8.0,9.0,9.0,10.0,8.0,1579,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
2054,False,True,True,5.0,5.0,False,5,1.0,2.0,2.0,1,1,1125,290.0,True,4,2.14,87.0,10.0,8.0,9.0,8.0,10.0,10.0,437,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
2055,False,True,True,307.0,307.0,True,5,2.0,2.0,3.0,1,2,1125,153.0,False,7,0.69,97.0,9.0,10.0,9.0,10.0,10.0,9.0,1311,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2056,False,True,False,1.0,1.0,True,4,1.0,1.0,1.0,1,1,1125,250.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,202,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
2057,False,True,False,1.0,1.0,False,2,1.0,1.0,1.0,1,1,1125,295.0,False,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,41,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
2058,False,True,True,4.0,4.0,True,3,1.0,1.0,2.0,0,1,1125,204.0,True,0,1.970908448214916,91.91666666666667,9.43157132512672,9.25804119985544,9.64629294755877,9.646548608601373,9.414042707202317,9.16823444283647,1828,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
